name,domain,description,sdgs,cover_image_id,street_adress,latitude,longitude,id,homepage
Vivantes Klimaschutzmanagement: Umfassende Transformation zur nachhaltigen Gesundheitsversorgung,https://www.vivantes.de,"Vivantes, der drittgrößte Arbeitgeber Berlins und kommunaler Krankenhauskonzern mit mehr als 18.000 Beschäftigten, hat Nachhaltigkeit als zentrales Element seiner Unternehmensstrategie ""Vivantes 2030"" verankert. Das Unternehmen verfolgt dabei einen ganzheitlichen Ansatz entlang der drei Dimensionen: ökologisch, sozial und unternehmerisch.

Besonders hervorzuheben ist das umfassende Klimaschutzmanagement, das verschiedene innovative Maßnahmen bündelt. Seit 2010 bezieht Vivantes zu 100% zertifizierten grünen Strom und betreibt seit Ende 2019 ein zertifiziertes Energiemanagementsystem. Die systematische Erneuerung und Sanierung von Gebäuden und technischen Anlagen führt zu einer kontinuierlichen Senkung des Energieverbrauchs.

Ein Leuchtturmprojekt ist der umfassende Austausch herkömmlicher Leuchtmittel durch LED-Leuchten an allen Vivantes-Standorten. Allein im Jahr 2023 wurden circa 47.000 LED-Leuchten eingesetzt, wodurch jährlich 5.344 Tonnen CO2-Ausstoß vermieden werden. Ergänzt wird dies durch die Installation von Photovoltaikanlagen, die beispielsweise das Vivantes Logistikzentrum eigenständig mit Energie versorgen.

Auch im medizinischen Bereich setzt Vivantes auf klimafreundliche Innovationen, wie die Bevorzugung umweltfreundlicherer Narkoseverfahren (TIVA: totale intravenöse Anästhesie). Die Fuhrparkumstellung auf Elektro- und Hybridfahrzeuge (bereits 20% elektrisch/klimaneutral) sowie die Umstellung der Speiseversorgung mit einem deutlich gestiegenen Anteil an veganer und vegetarischer Kost sind weitere wichtige Bausteine.

Zur Förderung der Biodiversität wurden an allen Standorten Nisthilfen und Insektenhotels aufgestellt. Pflichtschulungen zu Abfalltrennung, -entsorgung und Energiesparen sorgen für eine breite Verankerung des Nachhaltigkeitsbewusstseins bei allen Mitarbeitenden.

Die Vivantes-Standorte sind über ganz Berlin verteilt und können besichtigt werden, wobei die Hauptverwaltung in der Aroser Allee 72-76, 13407 Berlin liegt. Das Klimaschutzmanagement ist ein integraler Bestandteil aller Standorte und zeigt, wie ein Gesundheitskonzern systematisch Nachhaltigkeit in seinen Betrieb integrieren kann.","3, 7, 13",,"Aroser Allee 72 - 76, 13407 Berlin",,,11,https://www.vivantes.de
Helios CUBE: Digitales Krankenhaus für strukturschwache Regionen,https://www.helios-gesundheit.de/nachhaltigkeit,"Helios Kliniken, Europas führender privater Gesundheitsdienstleister mit Hauptsitz in Berlin, hat mit dem ""Helios CUBE"" ein innovatives Konzept entwickelt, das medizinische Versorgung in strukturschwachen Gebieten sicherstellt. 

Das digitale Krankenhaus adressiert ein zentrales Problem der Gesundheitsversorgung: den ungleichen Zugang zu medizinischer Expertise zwischen urbanen und ländlichen Regionen. Während Metropolregionen wie Berlin über eine hohe Dichte an Fachärzten und Spezialisten verfügen, fehlt diese Versorgung oft in ländlichen Gebieten.

Der Helios CUBE verbindet telemedizinische Technologie mit lokaler Grundversorgung. Patienten können in einer lokalen Einrichtung von medizinischem Fachpersonal vor Ort betreut werden, während Fachärzte per Videokonferenz zugeschaltet werden. Dies ermöglicht Diagnosen und Behandlungspläne auf Facharzt-Niveau, ohne dass Patienten weite Wege zurücklegen müssen.

Besonders innovativ ist die Clusterbildung in Fachbereichen wie Onkologie und Schlaganfallbehandlung. Durch die telemedizinische Vernetzung von Spezialisten können auch komplexe Fälle interdisziplinär besprochen und behandelt werden. So profitieren Patienten in abgelegenen Regionen von der gleichen Expertise wie in Großstädten.

Das Konzept reduziert nicht nur Transportwege und damit CO2-Emissionen, sondern verbessert auch die Versorgungsqualität und -effizienz. Die Corona-Pandemie hat die Bedeutung solcher Lösungen zusätzlich unterstrichen, als Helios deutschlandweit Videosprechstunden anbot, um Symptome online abklären zu lassen.

Der Helios CUBE ist ein Musterbeispiel für die Digitalisierung im Gesundheitswesen und zeigt, wie technologische Innovation zur Lösung gesellschaftlicher Herausforderungen beitragen kann. Das Konzept kann in der Berliner Zentrale von Helios in der Friedrichstraße 136 näher kennengelernt werden, wo das Unternehmen seinen Hauptsitz hat.","3, 9, 10",,"Friedrichstraße 136, 10117 Berlin",,,12,https://www.helios-gesundheit.de/nachhaltigkeit
Bundesweit erste Professur für Klimawandel und Gesundheit - Planetary Health,https://www.charite.de,"Die Charité, eine der größten Universitätskliniken Europas und führende Einrichtung in der biomedizinischen Forschung, hat mit der Einrichtung der bundesweit ersten Professur für Klimawandel und Gesundheit einen Meilenstein für nachhaltige Gesundheitsversorgung gesetzt.

Das Konzept der ""Planetary Health"" steht im Mittelpunkt dieser Initiative und betrachtet die komplexen Wechselwirkungen zwischen menschlicher Gesundheit und den politischen, ökonomischen, sozialen und ökologischen Systemen unseres Planeten. Die Professur adressiert damit ein drängendes Problem: Die zunehmenden gesundheitlichen Auswirkungen des Klimawandels, die von Hitzestress und neuen Infektionskrankheiten bis hin zu psychischen Belastungen durch Umweltkatastrophen reichen.

Der innovative Ansatz verbindet Forschung, Lehre und praktische Anwendung. Die Charité integriert damit Klimawandel-Gesundheitsaspekte in die medizinische Ausbildung und schafft ein Bewusstsein für die Zusammenhänge zwischen Umweltveränderungen und Gesundheit bei künftigen Medizinern. Gleichzeitig werden evidenzbasierte Strategien entwickelt, um Gesundheitssysteme klimaresilienter zu gestalten und präventive Maßnahmen zu stärken.

Die Professur arbeitet interdisziplinär und vernetzt Expertisen aus Medizin, Umweltwissenschaften, Epidemiologie und Sozialwissenschaften. Sie trägt zur Entwicklung von Frühwarnsystemen für klimabedingte Gesundheitsrisiken bei und erforscht Anpassungsstrategien für vulnerable Bevölkerungsgruppen.

Als Teil der Charité Strategie 2030 ""Gesundheit neu denken"" ist diese Professur ein Leuchtturmprojekt, das die Verantwortung des Gesundheitssektors für Klimaschutz und nachhaltige Entwicklung unterstreicht. Sie positioniert Berlin als Vorreiter in der Erforschung und Bewältigung der gesundheitlichen Herausforderungen des Klimawandels.

Die Professur ist am Campus Charité Mitte (Charitéplatz 1, 10117 Berlin) angesiedelt und bildet einen wichtigen Knotenpunkt im wachsenden Netzwerk für Klimagesundheit in der Metropolregion Berlin.","3, 4, 13",,"Charitéplatz 1, 10117 Berlin",,,13,https://www.charite.de
Klimaschutz ist Gesundheitsschutz: Die BARMER als Vorreiter für Nachhaltigkeit im Gesundheitswesen,www.barmer.de,"Die BARMER, eine der größten gesetzlichen Krankenversicherungen Deutschlands mit Hauptsitz in Berlin, hat erkannt, dass Klimaschutz und Gesundheitsschutz untrennbar miteinander verbunden sind. Seit 2020 verfolgt das Unternehmen ein systematisches Nachhaltigkeitsmanagement und arbeitet seit 2022 als erste große Krankenkasse bilanziell klimaneutral.

Besonders hervorzuheben ist die umfassende Transformation des Unternehmens durch das Programm ""BARMER One"". Dieses innovative Konzept verbindet Klimaschutz mit modernen Arbeitsformen und effizienter Ressourcennutzung. Konkret umfasst es:

1. Konsequenten Flächenabbau durch Homeoffice und Desk-Sharing-Konzepte
2. Umfassende Gebäudesanierungen für mehr Energieeffizienz
3. Bundesweite flexible Arbeitsmöglichkeiten, die Pendelwege reduzieren
4. Flächendeckende Nutzung von Ökostrom

Die Ergebnisse sind beeindruckend: Von 2019 bis 2023 konnte die BARMER ihren CO2-Fußabdruck um 47% reduzieren. Gleichzeitig entwickelt das Unternehmen Präventionsangebote, die Klimaschutz und Gesundheitsförderung verbinden, etwa zu gesunder Mobilität und planetarer Ernährung.

Die BARMER geht über interne Maßnahmen hinaus und treibt systemische Veränderungen voran. In Kooperation mit dem Wuppertal Institut erforscht sie fortlaufend den Zusammenhang zwischen Klimawandel und Gesundheit. Gemeinsam mit der FAZ hat sie eine Studienreihe zum klimaneutralen Gesundheitssektor initiiert und fordert Nachhaltigkeit im Sozialgesetzbuch.

Für ihr Engagement wurde die BARMER 2023 als erste Krankenkasse mit der EcoVadis Silber-Medaille ausgezeichnet und gehört damit zu den nachhaltigsten 25% aller Unternehmen der Versicherungsbranche weltweit.

Die Hauptverwaltung der BARMER befindet sich in der Axel-Springer-Straße 44, 10969 Berlin, wo Interessierte mehr über die Nachhaltigkeitsstrategie erfahren können.","3, 11, 13",,"Axel-Springer-Straße 44, 10969 Berlin",,,14,https://www.barmer.de
Discovering Hands: Sehbehinderte Frauen in der Brustkrebsvorsorge,https://www.meine-krankenkasse.de/,"Die mkk – meine krankenkasse ist eine gesetzliche Krankenversicherung mit Sitz in Berlin, die seit 2016 einen starken Fokus auf gesellschaftliche und ökologische Verantwortung legt. Das Unternehmen veröffentlicht seit 2018 Nachhaltigkeitsberichte nach dem Deutschen Nachhaltigkeitskodex und adressiert dabei vier zentrale Handlungsfelder: faire Kundenbeziehungen, eine gesunde Gesellschaft, Mitarbeitende sowie interne Prozesse und Umweltmanagement.

Ein besonders innovatives Projekt der mkk ist die Initiation und Unterstützung von ""Discovering Hands"" - ein Präventionsprojekt, das sehbehinderten Frauen ermöglicht, ihre besonderen taktilen Fähigkeiten für die Brustkrebsvorsorge einzusetzen. Das Projekt adressiert gleich zwei gesellschaftliche Herausforderungen: Zum einen verbessert es die Früherkennung von Brustkrebs durch eine besonders sensible Tastuntersuchung, zum anderen schafft es qualifizierte Arbeitsplätze für sehbehinderte Frauen, die als ""Medizinisch-Taktile Untersucherinnen"" (MTUs) ausgebildet werden.

Die MTUs können aufgrund ihrer geschulten taktilen Wahrnehmung bereits sehr kleine Gewebeveränderungen in der Brust ertasten - oft früher als dies bei konventionellen Untersuchungen möglich ist. Die Untersuchung ergänzt die reguläre Mammographie und kann besonders in den Intervallen zwischen den Röntgenuntersuchungen oder bei jüngeren Frauen, für die noch keine Mammographie vorgesehen ist, wertvolle Dienste leisten.

Das Projekt verbindet Inklusion mit Gesundheitsvorsorge und schafft so einen doppelten gesellschaftlichen Mehrwert. Es trägt zur Verbesserung der Gesundheitsversorgung bei und fördert gleichzeitig die berufliche Integration von Menschen mit Behinderung.

In Berlin kann das Angebot in verschiedenen Praxen in Anspruch genommen werden, die mit Discovering Hands zusammenarbeiten. Die mkk übernimmt für ihre Versicherten die Kosten für diese innovative Vorsorgeleistung.

Durch die Unterstützung dieses Projekts zeigt die mkk, wie Krankenversicherungen über ihre Kernaufgaben hinaus innovative Lösungen für gesellschaftliche Herausforderungen fördern können.","3, 5, 10",,"Lindenstraße 67, 10969 Berlin",,,15,https://www.meine-krankenkasse.de/
Nachhaltiges Bürogebäude mit DGNB Gold-Zertifizierung in Berlin,https://www.diakonie.de/nachhaltigkeit,"Die Diakonie Deutschland bildet zusammen mit Brot für die Welt und Diakonie Katastrophenhilfe das Evangelische Werk für Diakonie und Entwicklung e.V. in Berlin. Als Bundesverband mit 30.000 Einrichtungen deutschlandweit setzt sich die Organisation für nachhaltige und gerechte Entwicklung in Deutschland und weltweit ein.

Ein besonders herausragendes Beispiel für das Nachhaltigkeitsengagement ist das Bürogebäude der Organisation in Berlin, das mit dem DGNB Gold-Standard zertifiziert wurde. Dieses Gebäude verkörpert vorbildliche nachhaltige Bauweise und Betriebsführung in einer Metropolregion.

Das Gebäude zeichnet sich durch eine Fassade aus deutschen Natursteinen und Holz-Alufenster mit 3-fach-Verglasung aus, was sowohl regionale Materialien nutzt als auch für optimale Wärmedämmung sorgt. Besonders innovativ ist das Heiz- und Kühlsystem durch Betonkernaktivierung, das die thermische Masse des Betons nutzt, um Energie zu speichern und effizient zu verteilen.

Die Energieversorgung erfolgt durch eine Kombination aus Ökostrom, Fernwärme und einer eigenen Photovoltaikanlage, wodurch der CO2-Fußabdruck erheblich reduziert wird. Unvermeidbare Emissionen, etwa durch Dienstreisen oder Fernwärme, werden über die Klima-Kollekte kompensiert – ein Klimafonds christlicher Kirchen mit Gold Standard.

Das nachhaltige Konzept erstreckt sich auch auf die Arbeitsplatzgestaltung mit TCO-zertifizierten Laptops für Home-Office-Tätigkeiten und umweltfreundlichen Druckern mit ""Blauer Engel""-Zertifizierung. Für die Mitarbeitermobilität werden Diensträder und Jobtickets angeboten.

Bei Konferenzen wird auf nachhaltiges Catering mit veganen Angeboten aus vorwiegend ökologischem Anbau und fairem Handel geachtet.

Das Gebäude kann in der Caroline-Michaelis-Straße 1, 10115 Berlin besichtigt werden und dient als Vorbild für nachhaltige Bürogebäude in urbanen Räumen.","7, 11, 13",,"Caroline-Michaelis-Straße 1, 10115 Berlin",,,16,https://www.diakonie.de/nachhaltigkeit
KulturKindergärten: Nachhaltige Bildung für die Zukunft,https://dussmanngroup.com,"Die Dussmann Group, ein internationales Familienunternehmen mit Sitz in Berlin, verbindet in ihrem Geschäftsbereich Care & Kids soziale Verantwortung mit nachhaltiger Entwicklung. Unter dem Leitbild ""Ethisch. Sozial. Wertschätzend"" betreibt das Unternehmen innovative KulturKindergärten, die einen besonderen Ansatz zur frühkindlichen Bildung verfolgen.

Die KulturKindergärten zeichnen sich durch ihr einzigartiges pädagogisches Konzept aus, das kulturelle Bildung in den Mittelpunkt stellt. Kinder werden hier frühzeitig an Musik, Kunst und kreative Ausdrucksformen herangeführt. Das Projekt addressiert dabei mehrere Nachhaltigkeitsprobleme: den Mangel an kultureller Bildung im frühkindlichen Bereich, die Notwendigkeit ganzheitlicher Entwicklungsförderung und die Schaffung von Chancengleichheit durch Bildungszugang.

Der Lösungsansatz kombiniert hochwertige Betreuung mit kultureller Förderung. Praktisch umgesetzt wird dies durch spezielle Musik- und Kunstprogramme, die in den Alltag der Kinder integriert sind. Besonders hervorzuheben ist die Förderung des musikalischen Nachwuchses, die im Nachhaltigkeitsprofil explizit erwähnt wird. Die Kinder erhalten so nicht nur Zugang zu kultureller Bildung, sondern entwickeln auch soziale Kompetenzen, Kreativität und kognitive Fähigkeiten.

Ergänzt wird das Konzept durch das nachhaltige Verpflegungskonzept ""Vitalance by Dussmann Food Services"", das gesunde Ernährung als Teil des ganzheitlichen Bildungsansatzes versteht. Die Wirkung dieses Projekts zeigt sich in der ganzheitlichen Entwicklung der Kinder und der Schaffung einer soliden Grundlage für lebenslanges Lernen.

Die KulturKindergärten der Dussmann Group können in Berlin besucht werden, unter anderem am Hauptsitz in der Friedrichstraße 90, 10117 Berlin, wo das Unternehmen sein Bildungskonzept praktisch umsetzt und demonstriert.","3, 4, 10",,"Friedrichstraße 90, 10117 Berlin",,,17,https://dussmanngroup.com
Giftfreie Reinigung mit biologisch abbaubaren Materialien,https://www.the-green-cleaners.com,"Green Cleaners, mit Sitz in der Gustav-Müller-Straße 42 in Berlin-Schöneberg, revolutioniert die Gebäudereinigungsbranche durch einen konsequent nachhaltigen Ansatz. Das Unternehmen hat sich auf umweltfreundliche Reinigungsdienste spezialisiert, die vollständig auf schädliche Chemikalien verzichten.

Das Herzstück ihres Nachhaltigkeitskonzepts ist die Kombination aus giftfreien Reinigungsmitteln und biologisch abbaubaren Materialien. Alle verwendeten Reinigungsprodukte sind frei von Giftstoffen, Erd- und Palmöl sowie tierversuchsfrei und zu 100% biologisch abbaubar. Dies schafft nicht nur ein gesünderes Arbeitsumfeld für die Reinigungskräfte, sondern auch für die Menschen in den gereinigten Räumlichkeiten.

Besonders innovativ ist der Einsatz von kompostierbaren Müllbeuteln und Putzmittelbehältern aus Maisstärke. Diese plastikfreien Alternativen zersetzen sich vollständig in der Umwelt, ohne Mikroplastik zu hinterlassen. Green Cleaners setzt damit einen neuen Standard in einer Branche, die traditionell mit chemischen Reinigungsmitteln und Einwegplastik arbeitet.

Das Unternehmen geht über die reine Dienstleistung hinaus und vergibt ein ""ökologisches Abzeichen"" an seine Kunden, das diese auf ihrer Website verwenden können. Dies fördert das Bewusstsein für nachhaltige Reinigungspraktiken und multipliziert die positive Wirkung.

Ein Teil der Einnahmen fließt direkt in Umweltschutzorganisationen, wodurch Green Cleaners aktiv zur Förderung des Umweltschutzes beiträgt. Das Unternehmen arbeitet zudem klimaneutral und minimiert seinen ökologischen Fußabdruck durch wiederverwendbare Materialien und Abfallvermeidung.

Besonders geeignet ist der Service für sensible Einrichtungen wie Kitas, Schulen oder medizinische Einrichtungen, wo die Vermeidung von Schadstoffen besonders wichtig ist. Die Mitarbeiter werden regelmäßig im Umgang mit den Reinigungsmitteln und in der Einhaltung von Hygienestandards geschult.

Green Cleaners kann in Berlin-Schöneberg besucht werden, wo Interessierte mehr über die nachhaltigen Reinigungsmethoden und -materialien erfahren können.","3, 12, 13",,"Gustav-Müller-Straße 42, 10829 Berlin",,,18,https://www.the-green-cleaners.com
Landgewinn: Dekarbonisierung der deutschen Agrarwirtschaft,https://www.ioew.de,"Das Institut für ökologische Wirtschaftsforschung (IÖW) ist ein führendes Forschungsinstitut mit Sitz in Berlin, das seit 1985 praxisorientierte Nachhaltigkeitsforschung betreibt. Mit über 600 realisierten Forschungs- und Beratungsprojekten hat sich das IÖW als wichtiger Akteur für nachhaltige Entwicklung etabliert.

Das Projekt ""Landgewinn"" des IÖW untersucht das Potenzial zur Dekarbonisierung in der deutschen Agrarwirtschaft und stellt einen bedeutenden Beitrag zum Klimaschutz dar. Die Landwirtschaft ist ein wesentlicher Verursacher von Treibhausgasemissionen, gleichzeitig aber auch von den Folgen des Klimawandels stark betroffen.

Im Rahmen des Projekts analysiert das IÖW systematisch, wie landwirtschaftliche Praktiken klimafreundlicher gestaltet werden können. Dabei werden verschiedene Ansätze untersucht, wie etwa:
- Umstellung auf klimaschonende Anbaumethoden
- Reduzierung von Emissionen aus der Tierhaltung
- Optimierung des Düngemitteleinsatzes
- Integration von Agroforstsystemen
- Wiedervernässung von Moorböden

Das Besondere am ""Landgewinn""-Projekt ist der ganzheitliche Ansatz, der ökologische, ökonomische und soziale Aspekte berücksichtigt. Es werden nicht nur theoretische Potenziale ermittelt, sondern auch praktische Handlungsempfehlungen für Landwirte, Politik und Verbraucher entwickelt.

Die Forschungsergebnisse fließen in die Beratung von politischen Entscheidungsträgern ein und tragen so zur Gestaltung einer klimafreundlicheren Agrarpolitik bei. Gleichzeitig werden Landwirte dabei unterstützt, ihre Betriebe zukunftsfähig und klimaresilienter zu gestalten.

Das Projekt ist Teil eines breiteren Forschungsportfolios des IÖW zu nachhaltiger Landnutzung und Biodiversitätsschutz, das auch die Zusammenhänge zwischen Klimaschutz und Artenvielfalt untersucht.

Das IÖW kann in seiner Zentrale in der Potsdamer Straße 105, 10785 Berlin besucht werden, wo Interessierte mehr über das ""Landgewinn""-Projekt und andere Forschungsarbeiten erfahren können.","2, 13, 15",,"Potsdamer Straße 105, 10785 Berlin",,,19,https://www.ioew.de
Ampelmonitor Energiewende: Transparente Klimaziel-Überwachung,https://www.diw.de,"Das Deutsche Institut für Wirtschaftsforschung (DIW Berlin) ist eine der führenden Wirtschaftsforschungseinrichtungen Deutschlands mit Sitz in der Mohrenstraße 58 in Berlin-Mitte. Als unabhängige Forschungseinrichtung widmet sich das DIW Berlin intensiv der Erforschung nachhaltiger Lösungen in den Bereichen Energie, Verkehr und Klimapolitik.

Ein besonders innovatives Projekt des DIW Berlin ist der ""Ampelmonitor Energiewende"". Diese öffentlich zugängliche Online-Plattform bietet wöchentlich aktualisierte Daten darüber, inwieweit Deutschland seine selbst gesteckten Klimaziele erreicht. Der Ampelmonitor macht komplexe Klimadaten transparent und verständlich für politische Entscheidungsträger, Medien und die breite Öffentlichkeit.

Das Projekt adressiert ein zentrales Problem der Klimapolitik: die mangelnde Transparenz und Nachvollziehbarkeit bei der Umsetzung von Klimazielen. Durch die kontinuierliche Datenerhebung und -analyse schafft der Ampelmonitor eine faktenbasierte Grundlage für die öffentliche Debatte und politische Entscheidungsfindung.

Seit 2023 wird der Ampelmonitor durch den Podcast ""fossilfrei"" ergänzt, in dem DIW-Energieökonomen mit Gästen die Ziele und Maßnahmen der Bundesregierung diskutieren. Diese Kombination aus datenbasiertem Monitoring und verständlicher Kommunikation macht das Projekt besonders wirkungsvoll.

Der Ampelmonitor trägt zur evidenzbasierten Politikgestaltung bei und fördert die gesellschaftliche Diskussion über den Fortschritt der Energiewende. Er ist ein Paradebeispiel dafür, wie wissenschaftliche Forschung direkt in die Gesellschaft wirken kann.

Der Ampelmonitor kann online unter der DIW-Website eingesehen werden. Zudem ist das DIW Berlin mit seinen Forschungsabteilungen für Energie, Verkehr, Umwelt und Klimapolitik in der Mohrenstraße 58, 10117 Berlin zu finden, wo regelmäßig auch öffentliche Veranstaltungen zu Nachhaltigkeitsthemen stattfinden.","7, 13, 17",,"Mohrenstraße 58, 10117 Berlin",,,20,https://www.diw.de
WaterKiosk: Solare Wasserentsalzung für nachhaltige Entwicklung,https://www.winture.de/,"Boreal Light GmbH, mit Sitz in Berlin, revolutioniert die Wasserversorgung in Regionen mit Wasserknappheit durch innovative solare Wasserentsalzungs- und Filtrationssysteme. Das Unternehmen hat mit seinem ""WaterKiosk""-Konzept eine nachhaltige Lösung entwickelt, die hochsalines und verschmutztes Wasser in Trinkwasser, Bewässerungswasser und Wasser für Fischzucht und sanitäre Einrichtungen umwandelt.

Das Kernproblem, das Boreal Light adressiert, ist der weltweite Mangel an sauberem Trinkwasser, besonders in abgelegenen Regionen ohne Stromversorgung. Herkömmliche Entsalzungsanlagen sind energieintensiv und oft auf Dieselgeneratoren angewiesen, was hohe CO2-Emissionen verursacht.

Der innovative Ansatz von Boreal Light besteht in der Entwicklung solarbetriebener Entsalzungssysteme, die ohne Batterien auskommen und stattdessen Wasser als Energiespeicher nutzen. Die Systeme entfernen 99% aller gelösten Feststoffe sowie Bakterien und Viren aus dem Wasser. Besonders nachhaltig ist der Umgang mit der Sole, die bei herkömmlichen Verfahren oft ein Umweltproblem darstellt: Boreal Light nutzt sie für Fischzucht und salzwassertolerante Landwirtschaft, wodurch ein nahezu geschlossener Wasserkreislauf entsteht.

Mit bereits 250 installierten Systemen weltweit spart jede Anlage mit einer Kapazität von 100.000 Litern pro Tag etwa 257 kg CO2 im Vergleich zu dieselbetriebenen Alternativen ein. Darüber hinaus hat das Unternehmen eine WaterKiosk Academy gegründet, die Bildungsinhalte zur nachhaltigen Wassernutzung verbreitet.

Die WaterKiosk-Systeme schaffen nicht nur Zugang zu sauberem Wasser, sondern generieren auch lokale Arbeitsplätze und ermöglichen nachhaltige Landwirtschaft in wasserarmen Regionen. Sie tragen somit zur Verbesserung der Gesundheit, Ernährungssicherheit und wirtschaftlichen Entwicklung bei.

Der Hauptsitz von Boreal Light befindet sich am Schichauweg 52 (Halle C1.1) in Berlin-Marienfelde, wo Interessierte nach Vereinbarung mehr über die Technologie erfahren können.","6, 7, 13",,"Schichauweg 52 (Hall C1.1), 12307 Berlin",,,21,https://www.winture.de/
